y_test,y_pred
[206.8273],61.16376282851598
[206.8272],61.16376282851598
[204.0288],61.16376282851598
[197.1271],61.16376282851598
[89.8733],61.16376282851598
[89.8719],61.16376282851598
[59.9427],61.16376282851598
[49.7636],61.16376282851598
[28.9973],61.16376282851598
[28.9967],61.16376282851598
[25.6762],61.16376282851598
[24.0594],61.16376282851598
[10.8156],61.16376282851598
[10.8129],61.16376282851598
[4.0238],61.16376282851598
[4.0238],61.16376282851598
[1.1559],61.16376282851598
[0.7372],61.16376282851598
[0.0005],61.16376282851598
[0.0003],61.16376282851598
[217.9356],61.16376282851598
[217.9356],61.16376282851598
[213.1036],61.16376282851598
[155.1969],61.16376282851598
[126.1957],61.16376282851598
[125.9528],61.16376282851598
[125.9528],61.16376282851598
[121.2213],61.16376282851598
[91.231],61.16376282851598
[91.1228],61.16376282851598
[91.1222],61.16376282851598
[647.854],61.16376282851598
[647.854],61.16376282851598
[592.2441],61.16376282851598
[587.2388],61.16376282851598
[587.2293],61.16376282851598
[587.2289],61.16376282851598
[587.0666],61.16376282851598
[583.9935],61.16376282851598
[564.2266],61.16376282851598
[556.9944],61.16376282851598
[556.986],61.16376282851598
[556.986],61.16376282851598
[556.0246],61.16376282851598
[550.059],61.16376282851598
[550.0339],61.16376282851598
[550.0338],61.16376282851598
[550.0336],61.16376282851598
[361.2085],61.16376282851598
[76.9556],61.16376282851598
[76.9157],61.16376282851598
[76.8408],61.16376282851598
[9.9841],61.16376282851598
[0.0004],61.16376282851598
[0.0003],61.16376282851598
[164.9985],61.16376282851598
[164.9985],61.16376282851598
[161.8063],61.16376282851598
[60.0689],61.16376282851598
[52.0431],61.16376282851598
[51.9631],61.16376282851598
[51.8505],61.16376282851598
[44.0074],61.16376282851598
[41.4603],61.16376282851598
[37.6334],61.16376282851598
[15.7524],61.16376282851598
[15.7512],61.16376282851598
[15.7465],61.16376282851598
[14.7433],61.16376282851598
[14.7433],61.16376282851598
[14.7432],61.16376282851598
[2.8789],61.16376282851598
[2.8785],61.16376282851598
[2.8779],61.16376282851598
[2.8496],61.16376282851598
[2.8496],61.16376282851598
[2.0987],61.16376282851598
[2.0987],61.16376282851598
[0.1088],61.16376282851598
[0.0003],61.16376282851598
[155.8057],61.16376282851598
[155.8057],61.16376282851598
[153.2379],61.16376282851598
[51.2574],61.16376282851598
[43.2125],61.16376282851598
[43.2114],61.16376282851598
[43.1483],61.16376282851598
[33.7105],61.16376282851598
[33.0842],61.16376282851598
[9.0852],61.16376282851598
[7.2411],61.16376282851598
[6.9285],61.16376282851598
[6.9285],61.16376282851598
[6.024],61.16376282851598
[0.276],61.16376282851598
[0.0012],61.16376282851598
[0.0011],61.16376282851598
[276.0136],61.16376282851598
[276.0136],61.16376282851598
[275.8826],61.16376282851598
[141.9042],61.16376282851598
[87.117],61.16376282851598
[87.1124],61.16376282851598
[87.1122],61.16376282851598
[66.0269],61.16376282851598
[63.8585],61.16376282851598
[37.859],61.16376282851598
[37.8444],61.16376282851598
[34.9424],61.16376282851598
[34.9424],61.16376282851598
[3.1573],61.16376282851598
[3.1573],61.16376282851598
[0.9314],61.16376282851598
[0.2177],61.16376282851598
[0.0004],61.16376282851598
[0.0003],61.16376282851598
[163.7857],61.16376282851598
[163.7857],61.16376282851598
[158.1547],61.16376282851598
[56.1254],61.16376282851598
[48.9599],61.16376282851598
[48.9551],61.16376282851598
[48.9549],61.16376282851598
[48.758],61.16376282851598
[37.7103],61.16376282851598
[31.1621],61.16376282851598
[31.1509],61.16376282851598
[17.9054],61.16376282851598
[17.9054],61.16376282851598
[3.2934],61.16376282851598
