y_test,y_pred
[11.0481],41.79469741008441
[11.0481],32.96971016425979
[11.0265],18.363389467602815
[11.0263],15.06213500628309
[0.0002],-5.8587939515257
[53.2961],43.413217571680605
[53.2961],65.04033072493397
[53.2315],52.966891041032916
[53.231],47.27690415096589
[32.5206],37.27277437402876
[32.5201],41.56710624644942
[32.4772],33.68740984169456
[53.2872],43.413217571680605
[53.2872],65.04033072493397
[53.228],52.966891041032916
[53.2276],47.27690415096589
[32.5423],37.27277437402876
[32.5419],41.56710624644942
[32.4741],33.68740984169456
[11.9445],32.69817113788784
[11.9445],15.881367838085533
[11.3767],14.769044223524546
[11.3766],15.498802837430206
[8.261],9.964080825545805
[8.2608],9.354447145455929
[1.2103],-4.348260533146065
[53.2128],43.413217571680605
[53.2128],65.04033072493397
[53.2125],52.966891041032916
[53.2122],47.27690415096589
[32.5319],37.27277437402876
[32.5315],41.56710624644942
[32.4535],33.68740984169456
[53.216],43.413217571680605
[53.216],34.58823032585598
[52.6053],52.966891041032916
[52.605],47.27690415096589
[32.0484],42.233990178981706
[32.0479],41.16783177216642
[0.0002],6.092409310407938
[53.2109],43.413217571680605
[53.2109],65.04033072493397
[52.6076],52.966891041032916
[52.6073],47.27690415096589
[32.4589],42.233990178981706
[32.4586],41.16783177216642
[32.4531],33.68740984169456
[46.947],38.08735410245342
[46.947],31.990195077870066
[46.4114],13.64337043794702
[0.2573],4.1230829587756554
[0.2549],3.107952396285362
[0.2548],25.560831391326957
[0.2418],22.66079498228415
[4.3365],11.632143002870322
[4.3365],7.579906091955399
[0.0045],12.010994822815098
[4.1649],32.69817113788784
[4.1649],28.452523501593294
[2.1139],14.63072407631853
[2.1138],8.544793666308196
[0.9476],-1.0209516917186117
[0.9474],3.861968718266835
[0.8481],3.4021761392106677
[7.0184],32.69817113788784
[7.0184],28.452523501593294
[5.9592],12.360102423632016
[5.9591],14.205131143957225
[5.0424],4.267886225905889
[5.0423],5.816779558423305
[0.2045],2.0911567877266157
[42.7128],106.26610743078811
[42.7128],124.38765212080196
[41.7699],85.11291834225307
[1.6254],74.8837977872638
[1.6254],62.3951662030722
[1.011],14.056072692155333
[0.0008],5.860994955581815
[1.6068],74.8837977872638
[1.6068],62.3951662030722
[1.0069],14.056072692155333
[0.0005],5.860994955581815
[31.2527],38.08735410245342
[31.2527],31.990195077870066
[30.9562],30.933294071982797
[30.956],24.46758619132958
[30.042],23.543444815928858
[30.0419],19.49750470317387
[24.9848],7.070086810413186
[24.9846],13.822836822218248
[0.0003],-8.715142477986676
[43.0083],41.79469741008441
[43.0083],32.96971016425979
[41.9942],63.550643150910076
[41.994],60.00547384345218
[0.0002],35.11885506416875
[0.0666],32.69817113788784
[0.0666],28.452523501593294
[0.0081],12.338502021964006
[13.0932],34.01307983585232
[13.0932],25.358268243039003
[12.2921],0.5309878574635929
[1.0474],8.764594006013633
[0.0051],2.1052036392057447
[5.8184],68.62195663876192
[5.8184],55.34786092604941
[4.9597],39.41018800550482
[4.7971],27.9230462566901
[0.0003],-1.0383991050639882
[0.8698],32.69817113788784
[0.8698],28.452523501593294
[0.2397],13.64337043794702
[0.1378],7.133492195703102
[0.1377],5.442359442628323
[0.0002],2.367121466470898
[29.2262],32.69817113788784
[29.2262],40.73422727410513
[29.2215],32.14221909761438
[29.2214],27.01387717137279
[24.9729],13.695339521600442
[24.9728],16.840650861645717
[23.9497],22.81264791101587
[4.0529],14.539576920821863
[4.0529],9.078470776796854
[3.9992],4.592117559392859
[0.1241],4.162904204533084
[0.1028],0.9372754687518305
[82.0412],38.08735410245342
[82.0412],92.90492208828394
[81.2471],86.75810771298939
[81.2418],94.83319710727696
[81.2348],80.77137681967086
[81.2345],91.50261079013728
[71.0917],56.296430719595406
[68.8645],56.19104633878616
[63.9872],25.700366971382337
[4.9449],38.08735410245342
[4.9449],31.990195077870066
[4.3256],18.624165896800864
[0.0002],4.276612540390244
[3.9646],32.69817113788784
[3.9646],28.452523501593294
[0.316],9.084720476154672
[0.3159],8.544793666308196
[0.314],3.107952396285362
[0.3139],5.95459649084138
[0.2348],1.5592979159950415
[0.7868],11.632143002870322
[0.7868],7.579906091955399
[0.0022],-0.40451124362641705
[11.9529],39.987564104343015
[11.9529],33.02895959478699
[11.8828],15.554163059966786
[8.265],15.999781057777875
[8.0125],4.668409925423854
[8.0124],9.354447145455929
[0.0063],1.9627154153867972
[13.9028],32.69817113788784
[13.9028],28.452523501593294
[10.2485],11.521207081024581
[9.0607],9.017657847804527
[9.0606],11.06611639328474
[0.0002],-2.2161668202897364
[4.894],38.08735410245342
[4.894],31.990195077870066
[4.3247],18.624165896800864
[0.0002],4.276612540390244
[4.8631],38.08735410245342
[4.8631],31.990195077870066
[4.3239],18.624165896800864
[0.0002],4.276612540390244
[4.852],38.08735410245342
[4.852],31.990195077870066
[4.3229],18.624165896800864
[0.0007],4.276612540390244
[28.1035],38.08735410245342
[28.1035],31.990195077870066
[25.2214],31.392743408906213
[24.9629],23.493139900800696
[24.9627],15.772907149143093
[24.9626],14.998453108252114
[22.6838],3.844129102627387
[22.6834],13.335131218397509
[0.0002],-9.396628317148721
[132.0261],68.62195663876192
[132.0261],50.883721544038906
[131.9264],45.49268133990836
[131.9262],50.01700019824254
[44.1736],-4.061382304361158
[44.1733],44.81655251225538
[29.9345],91.9961838261756
[29.9343],159.06201506810615
[28.0872],135.72678533642105
[123.9442],39.987564104343015
[123.9442],33.02895959478699
[121.0831],24.138526395948514
[0.0029],2.7095390764935083
[0.0025],4.9232711949596135
[0.001],4.344628003308013
[0.0006],71.53138176766538
[0.0002],55.07249644067519
[8.7003],57.78874131836007
[8.7003],53.20209763089876
[5.7659],9.113589216786586
[5.7446],7.11967489073533
[0.0013],-7.240959194049773
[0.0009],-11.405301270005387
[8.6976],57.78874131836007
[8.6976],53.20209763089876
[5.7677],9.113589216786586
[5.7471],7.11967489073533
[0.0008],-7.240959194049773
[0.0004],-11.405301270005387
[8.6796],57.78874131836007
[8.6796],53.20209763089876
[8.5973],16.3498297594027
[5.9436],14.156715126695094
[5.7495],6.482212127965097
[5.7335],4.722969473014135
[0.0022],-9.456642092500642
[0.0017],-13.827195586570268
[8.6698],57.78874131836007
[8.6698],53.20209763089876
[8.5681],16.3498297594027
[5.9374],14.156715126695094
[5.7426],6.482212127965097
[5.7274],4.722969473014135
[0.0012],-9.456642092500642
[0.0008],-13.827195586570268
[40.0616],38.36728969595107
[40.0616],29.963893985948314
[37.6693],30.092126526566613
[27.9358],36.7893450757226
[0.7378],2.05619474275145
[3.6408],38.08735410245342
[3.6408],31.990195077870066
[2.2213],9.10601984113561
[1.9681],5.894429068684264
[1.968],2.857266591526107
[0.0003],4.622685042722937
[43.5191],43.413217571680605
[43.5191],65.04033072493397
[43.4179],52.966891041032916
[42.4861],49.710523885224475
[32.4991],40.6957453975794
[32.4564],28.710929132906237
[2.1331],38.08735410245342
[2.1331],31.990195077870066
[1.1909],13.809789544563836
[0.9666],6.337169068068037
[0.9665],5.992278285060362
[0.966],4.277756918049092
[0.9659],4.752008101751551
[0.6954],-3.1180999299312817
[2.1268],38.08735410245342
[2.1268],31.990195077870066
[1.1906],13.809789544563836
[0.9697],6.337169068068037
[0.9696],4.221924947307055
[0.6951],-0.4257457029480018
[91.3399],32.69817113788784
[91.3399],28.452523501593294
[91.2892],96.44179797373667
[0.0002],14.120569935169382
[42.2601],26.426202359849345
[42.2601],41.62275614779035
[42.0685],38.4553535597159
[29.0066],43.413217571680605
[29.0066],36.63658394874267
[26.6466],48.21963446239921
[26.6464],34.400184873357134
[0.0001],2.4009570515224965
[121.958],68.62195663876192
[121.958],55.34786092604941
[114.776],41.477347331783776
[111.725],23.14503290499328
[104.6541],14.994137833406107
[104.6534],11.263547472727177
[44.8378],-3.797098985760064
[43.2071],33.11906212461368
[43.2069],22.288679165618234
[41.8253],17.7957658381898
[41.8252],35.109138082251185
[16.8524],47.36484020089137
[16.8523],60.764639662244534
[16.8499],36.997336417947885
[16.8498],48.23237775597017
[0.0019],76.48510348582921
[38.9607],38.08735410245342
[38.9607],42.36267256242434
[36.7959],86.18572297015596
[24.0622],30.064984611490278
[2.1901],39.987564104343015
[2.1901],14.856403257363823
[0.1543],74.8837977872638
[0.1543],62.3951662030722
[7.6628],14.539576920821863
[7.6628],9.078470776796854
[6.8963],13.533446280491866
[6.7103],10.20597796036604
[0.0004],-7.344457214779401
[108.5732],74.8837977872638
[108.5732],62.3951662030722
[108.5148],164.48890160277705
[0.0002],22.325973119791083
[8.2812],77.80780865294452
[8.2812],86.52858869240578
[8.1366],12.772579327782722
[0.0011],4.820645320706339
[48.1326],38.08735410245342
[48.1326],31.990195077870066
[46.836],50.07566787971342
[18.8756],9.088836572459579
[18.8752],36.400722031138976
[0.0002],45.340443192700846
[142.1139],41.79469741008441
[142.1139],32.96971016425979
[142.0286],185.05701129421408
[142.0281],180.4477863182149
[0.0002],55.23160459812698
[132.8909],50.12273996021513
[132.8909],53.264074967200706
[131.9802],46.047174965380826
[129.7921],55.02700406914636
[35.9531],109.50176577101077
[34.9167],145.38816388447424
[34.7753],168.02167180848255
[139.8462],38.08735410245342
[139.8462],31.990195077870066
[139.016],139.5245667489182
[0.0002],7.606999502093936
[8.2407],32.69817113788784
[8.2407],15.220982928927889
[8.2014],19.538474629081005
[8.2013],20.231929332314376
[6.2043],7.443321776265971
[6.2042],6.745673356965519
[2.0659],3.338331454443906
[6.0446],38.08735410245342
[6.0446],31.990195077870066
[5.8395],15.643296711183284
[0.0002],6.991416661814494
[0.189],39.987564104343015
[0.189],33.02895959478699
[0.1431],14.86519965280566
[0.1076],8.544793666308196
[0.0002],3.107952396285362
[7.7829],32.69817113788784
[7.7829],13.531262797631898
[7.6743],19.893398284759847
[7.026],16.54648921426369
[3.0081],4.684761889224206
[109.9953],68.62195663876192
[109.9953],55.34786092604941
[105.0185],38.17741806979147
[102.0153],24.567289912084465
[27.2357],-6.447782047207883
[27.2354],21.906546773036375
[0.0146],57.90547511629543
[0.0143],72.74865526191127
[0.0021],61.5224909414797
[60.8716],38.08735410245342
[60.8716],33.60332663925771
[60.2808],27.097990838794857
[10.1463],-2.854385691622353
[10.1462],28.862196540756916
[5.2355],33.28882234184293
[49.3665],32.69817113788784
[49.3665],28.452523501593294
[45.3848],53.78728870343186
[45.3847],32.53834125253275
[44.209],39.213696168102366
[44.2081],79.73327120780561
[42.1511],30.280718243644237
[42.1333],18.05615238603252
[0.3264],2.423238801758394
[59.7603],38.08735410245342
[59.7603],31.990195077870066
[55.8921],39.160728095331024
[20.581],17.87938812540304
[20.5804],33.81999169977593
[0.0002],8.480185694507709
[45.5424],26.426202359849345
[45.5424],23.162959836659134
[44.6725],60.33787451455084
[41.9428],42.617368418906096
[38.8759],11.038271881723713
[33.018],38.08735410245342
[33.018],31.990195077870066
